Part_No	Part_Type	Part_Category	Description	Manufacturer	Cylinders	Liters	CCs	Stroke	Rod	Main	Front_Seal_Dia	Rear_Seal_Dia	Bore	Connect_Rod_Len	Camshaft	Valves	Casting_No	Trans_Speed	Trans_Type	Notes	Application_Start_Yr	Application_End_Yr	Metal	KB_Product_Code	On_Hand	Price 
34A584	Transmission Part	Planetary	PLANET- REAR- PITCHED GEAR 1	GM															400						Call for inventory	6
34A584A	Transmission Part	Planetary	"""PLANET- REAR- PITCHED,1.5IN"""	GM															400						Call for inventory	40
34A584E	Transmission Part	Planetary	PLANET- REAR- PITCHED (W/	GM															4L80E						Call for inventory	60
34A584EA	Transmission Part	Planetary	PLANET- REAR- PITCHED	GM															4L80E						Call for inventory	50
34A584S	Transmission Part	Planetary	PLANET- REAR- STRAIGHT- 1/2	GM															400						Call for inventory	80
34A584SA	Transmission Part	Planetary	PLANET- REAR- STRAIGHT 1.5	GM															400						Call for inventory	40
34A584SG	Transmission Part	Planetary	PLANET- REAR- STRAIGHT (NO	GM															4L80E						Call for inventory	1
34A584T22	Transmission Part	Planetary	PLANET- REAR/ OUTPUT CARRIER	GM															425						Call for inventory	40
36A580A	Transmission Part	Planetary	"""3 PINION 1-7/8"""" `89-94"""	Ford															"4R100, E4OD, E4OD+"						Call for inventory	22
36A580AA	Transmission Part	Planetary	3 PINION 1-7/16 ALUMINUM `94+	Ford															"4R100, E4OD, E4OD+"						Call for inventory	22
36A580AK1	Transmission Part	Planetary	SET- 3 PINION PILOT TYPE `89-93	Ford															"4R100, E4OD, E4OD+"						Call for inventory	45
36A580AK2	Transmission Part	Planetary	SET- 4 PINION PILOT TYPE `89-93	Ford															"4R100, E4OD, E4OD+"						Call for inventory	50
36A580B	Transmission Part	Planetary	4 PINION ALUMINUM 1-7/16 `94+	Ford															"4R100, E4OD, E4OD+"						Call for inventory	22
36A580BA	Transmission Part	Planetary	"""4 PINION 1-7/8"""" `89-94"""	Ford															"4R100, E4OD, E4OD+"						Call for inventory	22
36A580BB	Transmission Part	Planetary	4 PINION CAST IRON 1-7/16 `95+	Ford															"4R100, E4OD, E4OD+"						Call for inventory	22
36A580BC	Transmission Part	Planetary	4 PINION CAST IRON 1-7/8 `89-94	Ford															"4R100, E4OD, E4OD+"						Call for inventory	22
36A580CK1	Transmission Part	Planetary	SET- 3 PINION NO STEP `01+	Ford															"4R100, E4OD, E4OD+"						Call for inventory	50
36A580CK2	Transmission Part	Planetary	SET- 4 PINION NO STEP `01+	Ford															"4R100, E4OD, E4OD+"						Call for inventory	55
36A580EK1	Transmission Part	Planetary	SET- 3 PINION SHORT STEP `94+	Ford															"4R100, E4OD, E4OD+"						Call for inventory	45
36A580EK2	Transmission Part	Planetary	SET- 4 PINION SHORT STEP `94+	Ford															"4R100, E4OD, E4OD+"						Call for inventory	50
36A580FK1	Transmission Part	Planetary	SET- 3 PINION TAPERS `98+	Ford															"4R100, E4OD, E4OD+"						Call for inventory	45
36A580FK2	Transmission Part	Planetary	SET- 4 PINION TAPERS `98+	Ford															"4R100, E4OD, E4OD+"						Call for inventory	50
36A580K3	Transmission Part	Planetary	3 PINION	Ford															"4R100, E4OD, E4OD+"						Call for inventory	45
36A580K4	Transmission Part	Planetary	4 PINION `98+	Ford															"4R100, E4OD, E4OD+"						Call for inventory	50
36A582	Transmission Part	Planetary	3 PC BEARING TYPE	Ford															"4R100, C6, E4OD, E4OD+"						Call for inventory	20
36A582A	Transmission Part	Planetary	1 PC BEARING TYPE	Ford															"4R100, C6, E4OD, E4OD+"						Call for inventory	20
36A582B	Transmission Part	Planetary	4 PINION- 4T WASHER TYPE	Ford															"4R100, E4OD, E4OD+"						Call for inventory	25
36A582BA	Transmission Part	Planetary	4 PINION- ALUMINUM- BEARING TYPE	Ford															"4R100, E4OD, E4OD+"						Call for inventory	25
36A582C	Transmission Part	Planetary	3 PINION- SMALL TAB	Ford															"4R100, E4OD, E4OD+"						Call for inventory	25
36A582CA	Transmission Part	Planetary	3 PINION #F7TP	Ford															"4R100, E4OD, E4OD+"						Call for inventory	20
36A582CD	Transmission Part	Planetary	3 PINION WIDE	Ford															"4R100, E4OD, E4OD+"						Call for inventory	20
36A582D	Transmission Part	Planetary	6 PINION- CAST IRON	Ford															"4R100, E4OD, E4OD+"						Call for inventory	40
36A584	Transmission Part	Planetary	3 PINION ALUMINUM	Ford															"4R100, E4OD, E4OD+"						Call for inventory	18
36A584A	Transmission Part	Planetary	4 PINION ALUMINUM	Ford															"4R100, E4OD, E4OD+"						Call for inventory	22
36A584B	Transmission Part	Planetary	3 PINION SMALL TAB	Ford															"4R100, E4OD, E4OD+"						Call for inventory	15
36A584BA	Transmission Part	Planetary	3 PINION LARGE TAB	Ford															"4R100, E4OD, E4OD+"						Call for inventory	34
36A584BB	Transmission Part	Planetary	3 PINION X 24 LUG	Ford															"4R100, E4OD, E4OD+"						Call for inventory	20
36A584C	Transmission Part	Planetary	4 PINION SMALL TAB	Ford															"4R100, E4OD, E4OD+"						Call for inventory	22
36A584CA	Transmission Part	Planetary	4 PINION LARGE TAB	Ford															"4R100, E4OD, E4OD+"						Call for inventory	28
36A584CB	Transmission Part	Planetary	4 PINION 24 LUG	Ford															"4R100, E4OD, E4OD+"						Call for inventory	28
36A584CC	Transmission Part	Planetary	4 PINION 12 LUG	Ford															"4R100, E4OD, E4OD+"						Call for inventory	20
36A584D	Transmission Part	Planetary	6 PINION STAMPED	Ford															"4R100, E4OD, E4OD+"						Call for inventory	45
36A584DB	Transmission Part	Planetary	6 PINION 24 LUG CAST	Ford															"4R100, E4OD, E4OD+"						Call for inventory	45
36A584EB	Transmission Part	Planetary	6 PINION 12 LUG	Ford															"4R100, E4OD, E4OD+"						Call for inventory	45
36A584T31	Transmission Part	Planetary	4 PINION CAST H	Ford															"4R100, E4OD, E4OD+"						Call for inventory	22
48A584TA	Transmission Part	Planetary	4F27E*PLANET-REAR (W/ EXT.LUGS	Ford															4F27E	no notes available yet					Call for inventory	1
74A582	Transmission Part	Planetary	ROUND WASHERS	GM															700						Call for inventory	11
74A582A	Transmission Part	Planetary	WING WASHERS	GM															"700, 4L60, 4L60E, 4L65E"						Call for inventory	12
74A582AP4	Transmission Part	Planetary	"""PLANET, SUN GEAR, RING GEAR, HUB"""	GM															"700, 4L60, 4L60E, 4L65E"						Call for inventory	20
74A582C	Transmission Part	Planetary	5 PINION	GM															"700, 4L60, 4L60E, 4L65E"						Call for inventory	35
74A584A	Transmission Part	Planetary	W/ SLINGER	GM															"700, 4L60, 4L60E, 4L65E"						Call for inventory	18
74A584AP4	Transmission Part	Planetary	"""SUN, RING, & HUB, SLING TYPE"""	GM															700						Call for inventory	30
74A584B	Transmission Part	Planetary	4 PIN (NO SLING)	GM															"700, 4L60, 4L60E, 4L65E"						Call for inventory	18
74A584BP4	Transmission Part	Planetary	"700+4PC.REAR 4PIN.SET.+SN,RNG,&HUB`82+"	GM														4	"700R4, 4L60E"					600	Call for inventory	15
74A584C	Transmission Part	Planetary	5 PIN (NO SLING)	GM															"4L60, 4L60E, 4L65E"						Call for inventory	25
74A584CP4	Transmission Part	Planetary	""" 5PINSET SUN,RNG,HUB"""	GM															"700, 4L60, 4L60E, 4L65E"						Call for inventory	45
76A584A	Transmission Part	Planetary	"""4-3/4"""" END CAP ` 83+ """	Ford															"AOD, AODE"						Call for inventory	18
76A584AK1	Transmission Part	Planetary	6 PC. SET - SHELL > RING (SENSOR HOLES) `91-93	Ford															AODE	"""INCLUDES: 624, 670, 612, 630, 584, & 594"""					Call for inventory	55
76A584B	Transmission Part	Planetary	"""4-13/16"""" END CAP- RIVETED `93+"""	Ford															4R70W	25T					Call for inventory	25
76A584BK1	Transmission Part	Planetary	6 PC. SET - SHELL > RING (WIDE RATIO) `92+	Ford															4R70W	"""INCLUDES: 624, 670, 612, 630, 584, & 594"""					Call for inventory	55
76A584BK2	Transmission Part	Planetary	PLANET SET 4PC. NO SHELL	Ford															4R70W	no notes available yet					Call for inventory	75
76A584C	Transmission Part	Planetary	"""H.O. - 24T LONG GEAR, RARE `93+"""	Ford															4R70W	24T					Call for inventory	25
76A584D	Transmission Part	Planetary	"""4-13/16"""" ENDCAP- WELDED `01+"""	Ford															4R70W	25T					Call for inventory	25
84A582	Transmission Part	Planetary	PLANET-FRONT/INPUT-LONG `83-85	GM															440						Call for inventory	18
84A582A	Transmission Part	Planetary	PLANET-FRONT/INPUT SHORT BUSHING `85-93	GM															"440, 4T60, 4T60E, 4T65E"						Call for inventory	4
84A582B	Transmission Part	Planetary	PLANET-FRONT 24LUG & NO STEP `93+	GM															4T60E						Call for inventory	6
84A582G	Transmission Part	Planetary	PLANET-FRONT 12LUGS `97+	GM															4T65E						Call for inventory	45
84A582GN	Transmission Part	Planetary	FRONT PLANET 12 LUG NEW `97+	GM															4T65E						Call for inventory	70
84A584A	Transmission Part	Planetary	"""PLANET-R,BACK SPL.STRAIGHT `83+ """	GM															"440, 4T60, 4T60E, 4T65E"						Call for inventory	5
84A584B	Transmission Part	Planetary	"""4PLANET-R,BACK SPLINE CHAMFER `97+"""	GM															4T65E						Call for inventory	1
92A582	Transmission Part	Planetary	FRONT PLANET- `89-95	"Dodge, Chrysler"															"A604, A606"						Call for inventory	16
92A582A	Transmission Part	Planetary	FRONT PLANET- HARDENED SPLINE `96+	"Dodge, Chrysler"															"A604, A606"						Call for inventory	25
92A582C	Transmission Part	Planetary	FRONT PLANET- 5 PINION (HARDENED) `96+	"Dodge, Chrysler"															"A604, A606"						Call for inventory	30
92A582K1	Transmission Part	Planetary	FRONT PLANET & RING - `89-95	"Dodge, Chrysler"															"A604, A606"						Call for inventory	20
92A583K7A	Transmission Part	Planetary	"""F > R PLANET SET- 7PC.(1"""" REAR, 4 PINION) `89+"""	"Dodge, Chrysler"															A604						Call for inventory	75
92A583K7AA	Transmission Part	Planetary	"""F > R PLANET SET- 7PC.(1"""" REAR, 4 PIN/ FRONT HARDENED SPLINES) `89+"""	"Dodge, Chrysler"															A604						Call for inventory	75
92A583K7AN	Transmission Part	Planetary	"""F > R PLANET SET- 7PC.(1"""" REAR, 4 PIN/ FRONT NEW) `89+"""	"Dodge, Chrysler"															A604						Call for inventory	105
92A583K7B	Transmission Part	Planetary	"""F > R PLANET SET- 7PC.(1-1/8"""" REAR, 4 PINION) `91+"""	"Dodge, Chrysler"															A604						Call for inventory	75
92A583K7BA	Transmission Part	Planetary	"""F > R PLANET SET- 7PC.(1-1/8"""" REAR, 4 PIN/ FRONT HARDENED SPLINES) `91+"""	"Dodge, Chrysler"															A604						Call for inventory	79
92A583K7BN	Transmission Part	Planetary	"""F > R PLANET SET- 7PC.(1-1/8"""" REAR, 4 PIN/ FRONT NEW) `91+"""	"Dodge, Chrysler"															A604						Call for inventory	109
92A583K7C	Transmission Part	Planetary	"""F > R PLANET SET- 7PC.(1-1/8"""" REAR, 5 PIN/ FRONT HARDENED SPLINES) `91+"""	"Dodge, Chrysler"															A604						Call for inventory	90
92A583K7CN	Transmission Part	Planetary	"""F > R PLANET SET- 7PC.(1-1/8"""" REAR, 5 PIN/ FRONT NEW) `91+"""	"Dodge, Chrysler"															A604						Call for inventory	125
92A584	Transmission Part	Planetary	"""REAR PLANET- W/ 1"""" SHAFT & 4 PIN `89-91"""	"Dodge, Chrysler"															A604						Call for inventory	18
92A584A	Transmission Part	Planetary	"""REAR PLANET- W/ 1-1/8"""" & 4 PIN `91+"""	"Dodge, Chrysler"															A604						Call for inventory	18
92A584B	Transmission Part	Planetary	"""REAR PLANET- W/ 1-1/8"""" & 5 PIN `91+"""	"Dodge, Chrysler"															A604						Call for inventory	18
103A500	Transmission Part	Pump	FRONT PUMP- WATER COOLED	GM															PGA						Call for inventory	50
103A500A	Transmission Part	Pump	FRONT PUMP- AIR COOLED	GM															PGA						Call for inventory	50
103A500T91	Transmission Part	Pump	REAR PUMP	GM															PGA						Call for inventory	25
105A500T01	Transmission Part	Pump	PUMP-VARIABLE PITCH	GM															ST300	no notes available yet					Call for inventory	45
105A500T02	Transmission Part	Pump	PUMP- W/O VARIABLE PIT	GM															ST300	no notes available yet					Call for inventory	45
106A500	Transmission Part	Pump	PUMP	Ford															FMX	no notes available yet					Call for inventory	30
10A500T01	Transmission Part	Pump	PUMP-	GM															TAAT	no notes available yet					Call for inventory	50
12A500	Transmission Part	Pump	"""THICK HUB,NO DRUM RING"""	"Dodge, Chrysler"															A904	no notes available yet					Call for inventory	35
12A500A	Transmission Part	Pump	PUMP-1 RING-W/FRNT.CVR.B	"Dodge, Chrysler"															A904+	no notes available yet					Call for inventory	35
12A500B	Transmission Part	Pump	PUMP-1 RING	"Dodge, Chrysler"															A904+	no notes available yet					Call for inventory	35
12A500C	Transmission Part	Pump	PUMP-COLT	"Dodge, Chrysler"															A904+	no notes available yet					Call for inventory	35
12A500DA	Transmission Part	Pump	PUMP-2 RING-NO L/U(2BALL	"Dodge, Chrysler"															A904+	no notes available yet					Call for inventory	35
12A500DC	Transmission Part	Pump	PUMP-COLT/POSTAL	"Dodge, Chrysler"															A904+	no notes available yet					Call for inventory	35
12A500DE	Transmission Part	Pump	PUMP-NO L/U-2 BUSH DRUM	"Dodge, Chrysler"															A904+	no notes available yet					Call for inventory	45
12A500EA	Transmission Part	Pump	PUMP-L/U(3BALLS)2 LUG DR	"Dodge, Chrysler"															A904+	no notes available yet					Call for inventory	35
12A500EB	Transmission Part	Pump	PUMP-L/U 1BUSH DRUM-2FLA	"Dodge, Chrysler"															A904+	no notes available yet					Call for inventory	40
12A500EC	Transmission Part	Pump	PUMP-L/U-2 BSH.DRM.2FLAT	"Dodge, Chrysler"															A904+	no notes available yet					Call for inventory	50
12A500ED	Transmission Part	Pump	PUMP-L/U-W/2BUSH-2 LUG D	"Dodge, Chrysler"															A904+	no notes available yet					Call for inventory	50
12A500EF	Transmission Part	Pump	PUMP-L/U-W/2BUSH-3SUMP P	"Dodge, Chrysler"															A904+	no notes available yet					Call for inventory	45
14A500	Transmission Part	Pump	PUMP	GM															4T40E+	no notes available yet					Call for inventory	50
32A500	Transmission Part	Pump	"""1 RING INPUT SHAFT TYPE, 2 LUG DRIVE `78-81"""	"Dodge, Chrysler"															"A404, A413, A470"	CRESENT TYPE					Call for inventory	28
32A500A	Transmission Part	Pump	"""2 & 3 RING INPUT SHAFT TYPE, 2 FLAT DRIVE `86-98"""	"Dodge, Chrysler"															"A413, A470, A670"	CRESENT TYPE					Call for inventory	12
32A500B	Transmission Part	Pump	"""3 RING TYPE, LATE `99+"""	"Dodge, Chrysler"															"A413, A670"	12 LOBE					Call for inventory	20
32A510	Transmission Part	Pump	COVER- W/ 2 LUG GEAR SET `78-85	"Dodge, Chrysler"															"A404, A413, A470"						Call for inventory	10
32A510A	Transmission Part	Pump	COVER- W/ 2 FLAT GEAR SET `86-98	"Dodge, Chrysler"															"A413, A470, A670"						Call for inventory	10
32A520	Transmission Part	Pump	STATOR- 1 RING INPUT SHAFT TYPE `78-81	"Dodge, Chrysler"															"A404, A413, A470"						Call for inventory	10
32A520A	Transmission Part	Pump	STATOR- 2 & 3 RING INPUT SHAFT TYPE `86-98	"Dodge, Chrysler"															"A413, A470, A670"						Call for inventory	10
34A500	Transmission Part	Pump	PUMP- 6 BOLT	GM															400						Call for inventory	24
34A500A	Transmission Part	Pump	PUMP- 8 BOLT	GM															400						Call for inventory	24
34A500E	Transmission Part	Pump	PUMP- W/ STATOR #-779 &-184	GM															4L80E						Call for inventory	75
34A500EA	Transmission Part	Pump	PUMP- W/ STATOR #-512	GM															4L80E						Call for inventory	100
34A500EB	Transmission Part	Pump	PUMP- W/ STATOR #-263	GM															4L80E						Call for inventory	1
34A500P1	Transmission Part	Pump	PUMP SET- 6 BOLT W/ 2 DRUMS	GM															400						Call for inventory	7
34A500P2	Transmission Part	Pump	PUMP SET -8 BOLT W/ 2 DRUM	GM															400						Call for inventory	24
34A500T01	Transmission Part	Pump	PUMP	GM															425						Call for inventory	26
36A500A	Transmission Part	Pump	C6 PUMP COMPLETE `66-96	Ford															"C6, E4OD, E4OD+"						Call for inventory	18
36A500C	Transmission Part	Pump	#E9/ F1TP W/ 13 RIBS `89-94	Ford															"4R100, E4OD, E4OD+"						Call for inventory	75
36A500CB	Transmission Part	Pump	"""#F5TP-16 RIB, BOTTOM RI"""	Ford															"4R100, E4OD, E4OD+"						Call for inventory	75
36A500D	Transmission Part	Pump	"""#F8- NON PWM, BOTTOM RIN"""	Ford															"4R100, E4OD, E4OD+"						Call for inventory	75
36A500DC	Transmission Part	Pump	"""#F8- W/ PWM NIP,END R"""	Ford															"4R100, E4OD, E4OD+"						Call for inventory	75
36A500F	Transmission Part	Pump	#---- LATE	Ford															"4R100, E4OD, E4OD+"						Call for inventory	75
36A500T04	Transmission Part	Pump	#F5TP- HAS 16 RIBS	Ford															E4OD+						Call for inventory	75
73A500A	Transmission Part	Pump	MPV & 929 RWD 3.0L `89-97	Mazda															R4AEL	"""SIMILAR TO NISSAN RE4RO1A, BUT LONGER NECK"""					Call for inventory	50
73A500AA	Transmission Part	Pump	MPV RWD 3.0L `98-99 W/ SENSOR	Mazda															R4AEL	"""SIMILAR TO NISSAN RE4RO1A, BUT LONGER NECK"""					Call for inventory	50
73A500BA	Transmission Part	Pump	RWD `93-97	Nissan															RE4R01A	PATHFINDER AND PICKUPS					Call for inventory	50
73A500BB	Transmission Part	Pump	RWD `98+ W/ SENSOR	Nissan															RE4R01A	PATHFINDER					Call for inventory	50
74A500	Transmission Part	Pump	""".90"""" SHAFT BUSHING `82-84"""	GM															700						Call for inventory	25
74A500A	Transmission Part	Pump	"""1.0""""SHAFT BUSHING `84-87"""	GM															700						Call for inventory	20
74A500B	Transmission Part	Pump	# 732+ W/ AUX HOLE	GM															700						Call for inventory	20
74A500CA	Transmission Part	Pump	"""NON PWM # 132 7 HOLE, LIP"""	GM															4L60E						Call for inventory	30
74A500CB	Transmission Part	Pump	NON PWM 7TH HOLE BLANK	GM															4L60E						Call for inventory	30
74A500CC	Transmission Part	Pump	NON PWM # 132 7 HOLE	GM															4L60E						Call for inventory	30
74A500D	Transmission Part	Pump	"""W/ PWM NO LIP, 6 HOLE"""	GM															4L60E						Call for inventory	60
74A500DA	Transmission Part	Pump	"""PWM 6 HOLE, 10V, LIP"""	GM															4L60E						Call for inventory	50
74A500EA	Transmission Part	Pump	"""# 611,705 STATOR, 13V, LIP"""	GM															"4L60E, 4L65E"						Call for inventory	50
74A500GA	Transmission Part	Pump	"""# 611, 705 (13V) LONG, LIP"""	GM															4L65E						Call for inventory	50
76A500	Transmission Part	Pump	CAST IRON # E0AP ` 80-93	Ford															AOD						Call for inventory	18
76A500A	Transmission Part	Pump	ALUMINUM # F2VP ` 92-94	Ford															AODE						Call for inventory	22
76A500AA	Transmission Part	Pump	#'S F3LP & F4AP ` 93-94	Ford															"4R70W, AODE"						Call for inventory	20
76A500B	Transmission Part	Pump	# F5AP ` 95-98	Ford															4R70W						Call for inventory	35
76A500BA	Transmission Part	Pump	# YL3P ` 99-02	Ford															4R70W						Call for inventory	35
76A500D	Transmission Part	Pump	# 3L3P ` 03+	Ford															4R75W						Call for inventory	50
84A500AA	Transmission Part	Pump	PUMP-W/O THERMISTER `85-86	GM															440						Call for inventory	18
84A500C	Transmission Part	Pump	PUMP `87-88	GM															440						Call for inventory	18
84A500DA	Transmission Part	Pump	PUMP `89-92	GM															440						Call for inventory	18
84A500E	Transmission Part	Pump	PUMP-NO THREADS FOR SWIT `91-94	GM															4T60						Call for inventory	18
84A500EB	Transmission Part	Pump	PUMP-HAS THREADS FOR 2 S `91-94	GM															4T60						Call for inventory	18
84A500ED	Transmission Part	Pump	PUMP-#...740 `95+	GM															4T60						Call for inventory	30
84A500G	Transmission Part	Pump	PUMP-#...098 `97+	GM															4T65						Call for inventory	30
84A500T01	Transmission Part	Pump	PUMP-EARLY `84-85	GM															440						Call for inventory	18
84A500T03	Transmission Part	Pump	PUMP W/THERMISTER `85-86	GM															440						Call for inventory	18
92A500A	Transmission Part	Pump	"""3 RING, #660 `89."""	"Dodge, Chrysler"															A604						Call for inventory	20
92A500B	Transmission Part	Pump	"""4-RING, #660 `90+ """	"Dodge, Chrysler"															A604						Call for inventory	25
92A500BA	Transmission Part	Pump	"""4 RING, #871 NO SLEEVE, `90+"""	"Dodge, Chrysler"															A604						Call for inventory	25
92A500BB	Transmission Part	Pump	"""4 RING, #871 W/ SLEEVE `90+"""	"Dodge, Chrysler"															A604						Call for inventory	25
92A500C	Transmission Part	Pump	"""4 RING, #695 (W/ SLEEVE) `00+"""	"Dodge, Chrysler"															A604						Call for inventory	25
92A500K22	Transmission Part	Pump	PUMP & INPUT HOUSING SET `89+	"Dodge, Chrysler"															A604	no notes available yet					Call for inventory	45
103A594T61	Transmission Part	Ring Gear	RING GEAR	GM															PGA						Call for inventory	28
103A594T62	Transmission Part	Ring Gear	RING GEAR- 327 CID TYPE	GM															PGA						Call for inventory	28
105A594T61	Transmission Part	Ring Gear	RING GEAR	GM															ST300	no notes available yet					Call for inventory	22
106A594T60	Transmission Part	Ring Gear	RING GEAR-(59T ON OUTSID	Ford															FMX	no notes available yet					Call for inventory	25
106A594T61	Transmission Part	Ring Gear	RING GEAR-(39T ON OUTSID	Ford															FMX	no notes available yet					Call for inventory	25
106A594T62	Transmission Part	Ring Gear	RING GEAR	Ford															FMX	no notes available yet					Call for inventory	25
32A592	Transmission Part	Ring Gear	FRONT RING GEAR `78-80	"Dodge, Chrysler"															A404						Call for inventory	14
32A592A	Transmission Part	Ring Gear	FRONT RING GEAR `81-98	"Dodge, Chrysler"															"A413, A470, A670"						Call for inventory	14
32A594	Transmission Part	Ring Gear	REAR RING GEAR- WASHER TYPE `78-81	"Dodge, Chrysler"															"A404, A413, A470, A670"						Call for inventory	14
32A594B	Transmission Part	Ring Gear	REAR RING GEAR- BEARING TYPE `78-81	"Dodge, Chrysler"															"A404, A413, A470, A670"						Call for inventory	28
34A594	Transmission Part	Ring Gear	RING GEAR- ANGLED (W/O SHAFT)	GM															"400, 425, 400+, 4L80E"						Call for inventory	18
34A594ASK	Transmission Part	Ring Gear	RING GEAR & SHAFT- STRAIGHT	GM															400						Call for inventory	18
34A594BK	Transmission Part	Ring Gear	RING GEAR & SHAFT- REAR- PITCHED	GM															4L80E						Call for inventory	18
34A594BSK	Transmission Part	Ring Gear	RING GEAR & SHAFT- REAR- STRAIGHT	GM															4L80E						Call for inventory	18
34A594CK	Transmission Part	Ring Gear	RING GEAR & SHAFT- REAR- PITCHED	GM															4L80E						Call for inventory	20
34A594K	Transmission Part	Ring Gear	SHAFT- MAIN & RING GEAR	GM															425						Call for inventory	20
36A590	Transmission Part	Ring Gear	""".1"""" TO SNAP RING GROOVE"""	Ford															"4R100, E4OD, E4OD+"						Call for inventory	14
36A590A	Transmission Part	Ring Gear	""".3"""" TO SNAP RING GROOVE"""	Ford															"4R100, E4OD, E4OD+"						Call for inventory	14
36A590B	Transmission Part	Ring Gear	""".1"""" TO SNAP RING GROOVE"""	Ford															4R100						Call for inventory	14
36A592ABK	Transmission Part	Ring Gear	"""1.9"""""""	Ford															C6						Call for inventory	14
36A592BCK	Transmission Part	Ring Gear	E4OD *RING GR/&HUB-FT-LATE BEARING`97+	Ford														4	"E4OD, 4R100"					600	Call for inventory	15
36A592BDK	Transmission Part	Ring Gear	EARLY WASHER TYPE	Ford															E4OD						Call for inventory	16
36A592CCK	Transmission Part	Ring Gear	ROUND GROOVE- WASHER TYPE	Ford															E4OD						Call for inventory	16
36A592CDK	Transmission Part	Ring Gear	ROUND GROOVE- BEARING TYPE	Ford															4R100						Call for inventory	22
36A592JAK	Transmission Part	Ring Gear	"""57 SPLINE X 2"""""""	Ford															C6						Call for inventory	14
36A592LAK	Transmission Part	Ring Gear	"""90 SPLINE X 2"""""""	Ford															C6						Call for inventory	14
36A594	Transmission Part	Ring Gear	WASHER TYPE	Ford															C6						Call for inventory	14
36A594A	Transmission Part	Ring Gear	"""W/ 7/8"""" HUB"""	Ford															E4OD						Call for inventory	14
36A594AA	Transmission Part	Ring Gear	"""W/1-1/8"""" LONG HUB"""	Ford															"4R100, E4OD, E4OD+"						Call for inventory	18
36A604	Transmission Part	Ring Gear	"""W/ 1.11"""" HUB"""	Ford															C6						Call for inventory	14
36A604C	Transmission Part	Ring Gear	BEARING TYPE	Ford															C6						Call for inventory	14
74A592	Transmission Part	Ring Gear	""" HUB 1 3/8"""""""	GM															"700, 4L60, 4L60E, 4L65E"						Call for inventory	12
74A592A	Transmission Part	Ring Gear	""" HUB 1 1/2"""""""	GM															"700, 4L60, 4L60E, 4L65E"						Call for inventory	12
74A592B	Transmission Part	Ring Gear	""" HUB 1 5/8"""""""	GM															"700, 4L60, 4L60E, 4L65E"						Call for inventory	12
74A594A	Transmission Part	Ring Gear	REAR	GM															"700, 4L60, 4L60E, 4L65E"						Call for inventory	14
74A594AK1	Transmission Part	Ring Gear	"""W/ NON SLING HUB-3"""""""	GM															"700, 4L60, 4L60E, 4L65E"						Call for inventory	10
74A594AK2	Transmission Part	Ring Gear	""" W/ SLING HUB-3 1/8"""""""	GM															"700, 4L60, 4L60E, 4L65E"						Call for inventory	10
76A594	Transmission Part	Ring Gear	"""72T, NO HOLES `80-93"""	Ford															AOD						Call for inventory	16
76A594A	Transmission Part	Ring Gear	"""72T, W/ S/S HOLES `92-95"""	Ford															AODE						Call for inventory	16
76A594B	Transmission Part	Ring Gear	"""88T, 1"""" LUGS, W/ HOLES `93+"""	Ford															4R70W						Call for inventory	18
76A594BA	Transmission Part	Ring Gear	"""88T, 3/4"""" LUGS, W/ HOLES `93+"""	Ford															4R70W						Call for inventory	18
76A594C	Transmission Part	Ring Gear	84T H/O (RARE) `92+	Ford															4R70W						Call for inventory	25
76A594E	Transmission Part	Ring Gear	"""88T, 5/8"""" S.S. LUGS, NO HOLES `04+"""	Ford															4R75W						Call for inventory	25
92A594	Transmission Part	Ring Gear	REAR RING GEAR- (SNAPS TO FRONT) `89+	"Dodge, Chrysler"															"A604, A606"						Call for inventory	12
92A720A	Transmission Part	Ring Gear	DIFFERENTIAL RING- 59T (NO GROOVE) `89+	"Dodge, Chrysler"															A604						Call for inventory	18
92A720B	Transmission Part	Ring Gear	DIFFERENTIAL RING- 60T (1 GROOVE) `89+	"Dodge, Chrysler"															A604						Call for inventory	18
92A720BA	Transmission Part	Ring Gear	DIFFERENTIAL RING- 60T (2 GROOVE) `89+	"Dodge, Chrysler"															A604						Call for inventory	18
92A720C	Transmission Part	Ring Gear	DIFFERENTIAL RING- 56T (1 GROOVE) `89+	"Dodge, Chrysler"															A604						Call for inventory	18
103A670T31	Transmission Part	Shaft	SHAFT- TURBINE/ INPUT	GM															PGA						Call for inventory	18
103A670T32	Transmission Part	Shaft	SHAFT- TURBINE- 327 CID TY	GM															PGA						Call for inventory	18
22A674A	Transmission Part	Shaft	518+ *SHAFT-OUTPUT/INTERM-THICK SP`94-95	Dodge														4	A518					600	Call for inventory	20
32A678	Transmission Part	Shaft	"""OUTPUT- 6 1/4"""" LONG `78-81"""	"Dodge, Chrysler"															A404						Call for inventory	16
32A678A	Transmission Part	Shaft	"""OUTPUT- 6 1/2"""" LONG `81-98"""	"Dodge, Chrysler"															"A413, A470, A670"						Call for inventory	16
34A670E	Transmission Part	Shaft	SHAFT- TURBINE/ INPUT	GM															4L80E						Call for inventory	18
34A674	Transmission Part	Shaft	SHAFT- SUN GEAR IN 2 FLATS IN	GM															400						Call for inventory	14
34A674A	Transmission Part	Shaft	SHAFT- SUN GEAR-	GM															400						Call for inventory	14
34A674B	Transmission Part	Shaft	SHAFT- SUN GEAR- NO GROOVE	GM															4L80E						Call for inventory	1
