Part_No	Part_Type	Part_Category	Description	Manufacturer	Cylinders	Liters	CID	Stroke	Rod	Main	Front_Seal_Dia	Rear_Seal_Dia	Bore	Connect_Rod_Len	Camshaft	Valves	Casting_No	Trans_Speed	Trans_Type	Notes	Application_Start_Yr	Application_End_Yr	Metal	KB_Product_Code	On_Hand	Price
12A678F			"SHAFT-OP-4WD-9 1/4""""X1 1/"	"Dodge, Chrysler"															A500+	no notes available yet				600	Call for inventory	40
12A678FA			"SHAFT-OP-4WD-9 1/4""""X1 7/"	"Dodge, Chrysler"															A500+	no notes available yet				600	Call for inventory	40
12A678G			"SHAFT-OP-4WD-5 1/4""""X 1 1"	"Dodge, Chrysler"															A500+	no notes available yet				600	Call for inventory	40
12A678GA			"SHAFT-OP-4WD 5 1/4""""X 1 7"	"Dodge, Chrysler"															A500+	no notes available yet				600	Call for inventory	40
12A678NG			SHAFT-OP-2WD-NO GOV SLOT	"Dodge, Chrysler"															A500+	no notes available yet				600	Call for inventory	40
12A678NGS			SHAFT-OP-2WD-NO GOV OR S	"Dodge, Chrysler"															A500+	no notes available yet				600	Call for inventory	40
12A680BK	Transmission Part	Governors	GOV.& SUPPORT ASSY-2 PIS	"Dodge, Chrysler"															A500	no notes available yet				600	Call for inventory	20
12A680CK	Transmission Part	Governors	GOV.& SUPPORT ASSY-1 PIS	"Dodge, Chrysler"															A500	no notes available yet				600	Call for inventory	20
12A685AK	Transmission Part	Governors	GOVERNOR ASSY-	"Dodge, Chrysler"															A904	no notes available yet				600	Call for inventory	18
12A697	Transmission Part	Governors	DISTRIBUTOR-GOVERNOR(STE	"Dodge, Chrysler"															A500+	no notes available yet				600	Call for inventory	16
12A740A	Transmission Part	Valve Body	V/BODY-L/U `79-89	"Dodge, Chrysler"															A904	no notes available yet				600	Call for inventory	32
12A740AA	Transmission Part	Valve Body	V/BODY-6 CYL.	"Dodge, Chrysler"															A904	no notes available yet				600	Call for inventory	35
12A740AB	Transmission Part	Valve Body	V/BODY-8 CYL.	"Dodge, Chrysler"															A904	no notes available yet				600	Call for inventory	35
12A740B	Transmission Part	Valve Body	V/BODY-L/U W/SOLENOI	"Dodge, Chrysler"															A904	no notes available yet				600	Call for inventory	65
12A740C	Transmission Part	Valve Body	V/BODY-3PIN-NO TUBE.	"Dodge, Chrysler"															A500	no notes available yet				600	Call for inventory	75
12A740CA	Transmission Part	Valve Body	V/BODY-3PIN-W/TUBE	"Dodge, Chrysler"															A500	no notes available yet				600	Call for inventory	1
12A740CC	Transmission Part	Valve Body	V/BODY-1 SOL.(NON L/U)2	"Dodge, Chrysler"															A500	no notes available yet				600	Call for inventory	65
12A740EA	Transmission Part	Valve Body	"V/BODY-8PIN .3""""INLET 3WR"	"Dodge, Chrysler"															A500	no notes available yet				600	Call for inventory	40
12A740EB	Transmission Part	Valve Body	"V/BODY-8PIN .3""""INLET 4WR"	"Dodge, Chrysler"															A500	no notes available yet				600	Call for inventory	110
12A740F	Transmission Part	Valve Body	"V/BODY-3PIN .5""""INLET"	"Dodge, Chrysler"															A500	no notes available yet				600	Call for inventory	95
12A740FA	Transmission Part	Valve Body	"V/BODY-8PIN .5""""INLET 3WR"	"Dodge, Chrysler"															A500	no notes available yet				600	Call for inventory	110
12A740FB	Transmission Part	Valve Body	"V/BODY-8PIN .5""""INLET 4WR"	"Dodge, Chrysler"															A500	no notes available yet				600	Call for inventory	110
12A740FC	Transmission Part	Valve Body	"V/BODY-8PIN .5""""INLET REC"	"Dodge, Chrysler"															A500	no notes available yet				600	Call for inventory	110
12A760	Transmission Part	Case	CASE-318 CID BELL NON L/	"Dodge, Chrysler"															A904	no notes available yet				600	Call for inventory	1
12A760A	Transmission Part	Case	CASE-318 CID BELL L/U	"Dodge, Chrysler"															A904	no notes available yet				600	Call for inventory	1
12A760CA	Transmission Part	Case	CASE-225 CID BELL L/U 1:	"Dodge, Chrysler"															A904	no notes available yet				600	Call for inventory	1
12A760EA	Transmission Part	Case	"CASE-4.0L 5 7/8""""TOP 2,L/"	"Dodge, Chrysler"															A904	no notes available yet				600	Call for inventory	1
12A760KA	Transmission Part	Case	CASE-2.8L CHEV.BELL L/U	"Dodge, Chrysler"															A904	no notes available yet				600	Call for inventory	1
12A760L	Transmission Part	Case	"CASE-DS-.93""""HOLE-7.75""""16"	"Dodge, Chrysler"															A500	no notes available yet				600	Call for inventory	75
12A760LA	Transmission Part	Case	"CASE-DS-.93""""HOLE-7.75""""17"	"Dodge, Chrysler"															A500	no notes available yet				600	Call for inventory	135
12A760M	Transmission Part	Case	"CASE-DS-1.1""""HOLE-7.75""""TO"	"Dodge, Chrysler"															A500	no notes available yet				600	Call for inventory	135
12A760N	Transmission Part	Case	"CASE-PS-7.75""""TOP2-3PUMPS"	"Dodge, Chrysler"															A500	no notes available yet				600	Call for inventory	135
12A760NA	Transmission Part	Case	"CASE-PS-7.75""""TOP2-2PUMPS"	"Dodge, Chrysler"															A500	no notes available yet				600	Call for inventory	150
12A760P	Transmission Part	Case	"CASE-PS-5.87""""TOP2-3PUMPS"	"Dodge, Chrysler"															A500	no notes available yet				600	Call for inventory	135
12A760PA	Transmission Part	Case	"CASE-PS-5.87""""TOP2-2PUMPS"	"Dodge, Chrysler"															A500	no notes available yet				600	Call for inventory	225
12A760S	Transmission Part	Case	"CASE-DS-.93""""HOLE-5.125""""T"	"Dodge, Chrysler"															A500	no notes available yet				600	Call for inventory	135
12A779K			BOLT-PAN(SET=14)	"Dodge, Chrysler"															A904+	no notes available yet				600	Call for inventory	1
12A960			PISTON-O/D	"Dodge, Chrysler"															A500+	no notes available yet				600	Call for inventory	18
12A970			SRING-O/D CL.RETURN(+518	"Dodge, Chrysler"															A500+	no notes available yet				600	Call for inventory	1
12S500A			TRANS HARD PARTS SET U	"Dodge, Chrysler"															A500	no notes available yet				600	Call for inventory	1
12S904A			TRANS HARD PARTS SET UP	"Dodge, Chrysler"															A904	no notes available yet				600	Call for inventory	1
146AV1				Ford																				600		
14A022A			BAND-FRONT/ TO REVERSE DRUM	GM															4T40E+	no notes available yet				600	Call for inventory	12
14A024A			BAND-REAR/ TO FORWARD DRUM/ SHELL	GM															4T40E+	no notes available yet				600	Call for inventory	12
14A500	Transmission Part	Pump	PUMP	GM															4T40E+	no notes available yet				600	Call for inventory	50
14A529T01			SHAFT-STATOR/DRV.SPROC.	GM															4T40E+	no notes available yet				600	Call for inventory	30
14A544			HSNG-FRWD.BND.DRUM 4CYL	GM															4T40E+	no notes available yet				600	Call for inventory	30
14A544T03			HSNG-FRWD.BAND DRUM 6 C	GM															4T40E+	no notes available yet				600	Call for inventory	30
14A554			HSNG-DIRECT&COAST CL.AS	GM															4T40E+	no notes available yet				600	Call for inventory	30
14A556			DRUM-REV.INPUT W/RLR.CL	GM															4T40E+	no notes available yet				600	Call for inventory	30
14A582			PLANET-FRONT/REACTION C	GM															4T40E+	no notes available yet				600	Call for inventory	40
14A584T21			PLANET-REAR/INPUT CARRI	GM															4T40E+	no notes available yet				600	Call for inventory	40
14A594T41			HUB-REAR RING GEAR/FRWD	GM															4T40E+	no notes available yet				600	Call for inventory	18
14A594T62			RING GEAR-FITS FRONT&RE	GM															4T40E+	no notes available yet				600	Call for inventory	18
14A598			RING GEAR-FINAL DRIVE	GM															4T40E+	no notes available yet				600	Call for inventory	28
14A614T02			SUN GEAR-REAR/INPUT	GM															4T40E+	no notes available yet				600	Call for inventory	16
14A618T03			SUN GEAR-FINAL DRIVE-38	GM															4T40E+	no notes available yet				600	Call for inventory	16
14A618T04			SUN GEAR-FINAL DRIVE-34	GM															4T40E+	no notes available yet				600	Call for inventory	16
14A622T01			SUN GEAR&SHELL-FRONT-IN	GM															4T40E+	no notes available yet				600	Call for inventory	25
14A624			DRIVE SHELL/HSNG-REAC/D	GM															4T40E+	no notes available yet				600	Call for inventory	16
14A630T			SUPPORT/LOW ROLLER-FRWD	GM															4T40E+	no notes available yet				600	Call for inventory	16
14A640T			RACE/HUB-INPUT SPRAG OU	GM															4T40E+	no notes available yet				600	Call for inventory	18
14A671			SHAFT-PUMP DRIVE	GM															4T40E	no notes available yet				600	Call for inventory	18
14A671AA				GM																				600		
14A671B			SHAFT-PUMP DRIVE	GM															4T45E	no notes available yet				600	Call for inventory	18
14A671C				GM																				600		
14A672T07			SHAFT/RACE-SUN-REARINPT	GM															4T40E+	no notes available yet				600	Call for inventory	20
14A673			SHAFT-TURBINE SHAFT	GM															4T40E+	no notes available yet				600	Call for inventory	20
14A674T06			SHAFT-SUN GEAR-FINAL DR	GM															4T40E+	no notes available yet				600	Call for inventory	18
14A678			SHAFT-OUTPUT > AXLE (SH	GM															4T40E+	no notes available yet				600	Call for inventory	26
14A678T32			SHAFT-OUTPUT > AXLE (LO	GM															4T40E+	no notes available yet				600	Call for inventory	14
14A690T71			PARK GEAR	GM															4T40E+	no notes available yet				600	Call for inventory	18
14A700A			"CHAIN-DRIVE-3/4""""TYPE"	GM															4T40E	no notes available yet				600	Call for inventory	18
14A700B			"CHAIN-DRIVE-7/8""""TYPE+4T6"	GM															4T40E+	no notes available yet				600	Call for inventory	18
14A705T11			"SPROCKET-DRIVE-32Tx.65"""""	GM															4T40E	no notes available yet				600	Call for inventory	18
14A705T12			"SPROCKET-DRIVE-35Tx.77"""""	GM															4T45E	no notes available yet				600	Call for inventory	18
14A706			SPROCKET-DRIVEN-38Tx.65	GM															4T40E	no notes available yet				600	Call for inventory	18
14A706T32			SPROCKET-DRIVEN-35Tx.77	GM															4T45E	no notes available yet				600	Call for inventory	22
14A713			"SUPPORT/HSNG-DRVN./2ND,"	GM															4T40E	no notes available yet				600	Call for inventory	28
14A713T22			"SUPPORT/HSNG-DRVN/2ND,#"	GM															4T45E	no notes available yet				600	Call for inventory	28
14A716T35			F.D.ASSY-38T SUN GEAR T	GM															4T40E+	no notes available yet				600	Call for inventory	18
14A716T36			F.D.ASSY-34T SUN GEAR T	GM															4T40E+	no notes available yet				600	Call for inventory	18
14A740			VALVE BODY-#...471`95-98	GM															4T40E	no notes available yet				600	Call for inventory	65
14A740B			VALVE BODY-#...130`98-01	GM															4T40E	no notes available yet				600	Call for inventory	85
14A740C			VALVE BODY-#...698`01+	GM															4T40E	no notes available yet				600	Call for inventory	85
14A740E			VALVE BODY-#(4T45E)	GM															4T45E	no notes available yet				600	Call for inventory	85
14A760C	Transmission Part	Case	CASE-REGULAR BELL	GM															4T40E	no notes available yet				600	Call for inventory	1
14A760CB	Transmission Part	Case	CASE-QUAD 4 BELL	GM															4T40E	no notes available yet				600	Call for inventory	1
14A760D	Transmission Part	Case	CASE- (4T45E)	GM															4T45E	no notes available yet				600	Call for inventory	1
162A420AA	Transmission Part	Valve Body	SOLENOID ASY-	"Dodge, Chrysler"															42RLE	no notes available yet				600	Call for inventory	1
162A678BA	Transmission Part	Shaft	SHAFT-OUTPUT(4X4 EXT.7 1	"Dodge, Chrysler"															42RLE	no notes available yet				600	Call for inventory	1
162A740AA	Transmission Part	Valve Body	V/BODY-(SAME AS 606)	"Dodge, Chrysler"															42RLE	no notes available yet				600	Call for inventory	1
162A760AA	Transmission Part	Case	"CASE-4.0L JEEP+,#104/907"	"Dodge, Chrysler"															42RLE	no notes available yet				600	Call for inventory	1
162A760BA	Transmission Part	Case	"CASE-3.7L JEEP+,#992AA"	"Dodge, Chrysler"															42RLE	no notes available yet				600	Call for inventory	1
162A760CA	Transmission Part	Case	"CASE-2.7L JEEP+,#918AA"	"Dodge, Chrysler"															42RLE	no notes available yet				600	Call for inventory	1
162A770BA	Transmission Part	Center Support	"HSNG-EXT-4X4 6 7/8"""""	"Dodge, Chrysler"															42RLE	no notes available yet				600	Call for inventory	1
16A140A			"P.PLATE-O/D CLUTCH(.320"""""	Ford															5R110W	no notes available yet				600	Call for inventory	1
16A144A			P.PLATE-INTERMEDIATE(.67	Ford															5R110W	no notes available yet				600	Call for inventory	1
16A150A			"P.PLATE-REVERSE(.070"""")"	Ford															5R110W	no notes available yet				600	Call for inventory	1
16A500A	Transmission Part	Pump	PUMP-#3C3P	Ford															5R110W	no notes available yet				600	Call for inventory	1
16A554A	Transmission Part	Drum	HSNG-FORWARD- CL.(4CL)	Ford															5R110W	no notes available yet				600	Call for inventory	1
16A555A	Transmission Part	Drum	HSNG-DIRECT- CL.(4CL)	Ford															5R110W	no notes available yet				600	Call for inventory	1
16A559AK	Transmission Part	Drum	HSNG-COAST/SUN GEAR-38T(	Ford															5R110W	no notes available yet				600	Call for inventory	1
16A580AK	Transmission Part	Planetary	PLANET-O/D 4PIN-STEEL	Ford															5R110W	no notes available yet				600	Call for inventory	1
16A582A	Transmission Part	Planetary	PLANET-FRONT-6PIN-STEEL	Ford															5R110W	no notes available yet				600	Call for inventory	1
16A584A	Transmission Part	Planetary	PLANET-REAR-4PIN-STEEL	Ford															5R110W	no notes available yet				600	Call for inventory	1
16A590AK	Transmission Part	Ring Gear	RING/CENTERSHAFT ASY-O/D	Ford															5R110W	no notes available yet				600	Call for inventory	1
16A592AK	Transmission Part	Hub	RING/HUB ASY-FRONT	Ford															5R110W	no notes available yet				600	Call for inventory	1
16A594AK	Transmission Part	Hub	RING/HUB-REAR-(10 HOLE H	Ford															5R110W	no notes available yet				600	Call for inventory	1
16A624AK	Transmission Part	Sun Shell	SUN/SHELL ASY-	Ford															5R110W	no notes available yet				600	Call for inventory	1
16A630A	Transmission Part	Center Support	SUPPORT-CENTER-	Ford															5R110W	no notes available yet				600	Call for inventory	1
16A654A			1-WAY-REVERSE-CLICKER	Ford															5R110W	no notes available yet				600	Call for inventory	1
16A670A	Transmission Part	Shaft	SHAFT-INPUT	Ford															5R110W	no notes available yet				600	Call for inventory	1
16A678B	Transmission Part	Shaft	"SHAFT-OUTPUT-15 1/8""""(4x4"	Ford															5R110W	no notes available yet				600	Call for inventory	1
16A690A			GEAR-PARK-P/U ASY	Ford															5R110W	no notes available yet				600	Call for inventory	1
16A740A	Transmission Part	Valve Body	V/BODY-7SOL.	Ford															5R110W	no notes available yet				600	Call for inventory	1
16A760A	Transmission Part	Case	CASE-#3C3P-AG	Ford															5R110W	no notes available yet				600	Call for inventory	1
16A765A			PAN-OIL	Ford															5R110W	no notes available yet				600	Call for inventory	1
16A770B			HSNG-EXT.(4x4)	Ford															5R110W	no notes available yet				600	Call for inventory	1
22A022			BAND-FRONT-KICKDOWN/INT.	"Dodge, Chrysler"															A727+	no notes available yet				600	Call for inventory	12
22A024			BAND-REAR-LOW & REVERSE	"Dodge, Chrysler"															A727+	no notes available yet				600	Call for inventory	12
22A024B			"BAND-LOW & REVERSE-6.2"""""	"Dodge, Chrysler"															A518+	no notes available yet				600	Call for inventory	12
22A024C			"BAND-LOW & REV-6.2""""MULTI"	"Dodge, Chrysler"															A618+	no notes available yet				600	Call for inventory	12
22A135AF				"Dodge, Chrysler"																				600		
22A135BF				"Dodge, Chrysler"																				600		
22A135CF				"Dodge, Chrysler"																				600		
22A135CH				"Dodge, Chrysler"																				600		
22A432AN			SOL-GOV.PRESS.-NEW(2 PIN	"Dodge, Chrysler"															A518+	no notes available yet				600	Call for inventory	60
22A500	Transmission Part	Pump	"PUMP-1.18""""RNG,.6""""BUSHSUR"	"Dodge, Chrysler"															A727	no notes available yet				600	Call for inventory	25
22A500A	Transmission Part	Pump	"PUMP-1.18""""RNG,.9""""BUSHSUR"	"Dodge, Chrysler"															A727	no notes available yet				600	Call for inventory	50
22A500AA	Transmission Part	Pump	"PUMP-1.13""""RNG,.6""""BUSHSUR"	"Dodge, Chrysler"															A727	no notes available yet				600	Call for inventory	50
22A500B	Transmission Part	Pump	"PUMP-1.18""""RNG,W/SEALRING"	"Dodge, Chrysler"															A727+	no notes available yet				600	Call for inventory	25
22A500BA	Transmission Part	Pump	"PUMP-N/LU W/1.25""""TRBN RG"	"Dodge, Chrysler"															A518+	no notes available yet				600	Call for inventory	55
22A500C	Transmission Part	Pump	"PUMP-LU W/1.185""""TRB RG 1"	"Dodge, Chrysler"															A727+	no notes available yet				600	Call for inventory	45
22A500CA	Transmission Part	Pump	"PUMP-LU W/1.25"""" TURBINE"	"Dodge, Chrysler"															A518+	no notes available yet				600	Call for inventory	55
22A500CB	Transmission Part	Pump																						600		
22A520			PUMP STATORS-MISC.+518	"Dodge, Chrysler"															A727+	no notes available yet				600	Call for inventory	1
22A551C			"DRUM-O/D DIRECT .100""""TO"	"Dodge, Chrysler"															A518+	no notes available yet				600	Call for inventory	25
